Distrito,Concelho,Freguesia,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,,,,,,,,,
Leiria,Caldas da Rainha,A dos Francos,PS,"37,61%",293,PPD/PSD,"35,43%",276,CH,"11,04%",86,IL,"2,82%",22,B.E.,"2,70%",21,CDS-PP,"2,70%",21,PCP-PEV,"2,44%",19,PAN,"1,16%",9,R.I.R.,"0,51%",4,ADN,"0,26%",2,L,"0,13%",1,NC,"0,13%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,54%",12,NULOS,"1,54%",12,,,,,,,,,
Leiria,Caldas da Rainha,Alvorninha,PPD/PSD,"38,60%",518,PS,"35,10%",471,CH,"7,97%",107,IL,"4,10%",55,B.E.,"3,50%",47,PCP-PEV,"2,38%",32,CDS-PP,"2,09%",28,PAN,"1,04%",14,L,"0,97%",13,R.I.R.,"0,89%",12,ADN,"0,30%",4,VP,"0,22%",3,MAS,"0,15%",2,MPT,"0,07%",1,NC,"0,07%",1,PTP,"0,07%",1,E,"0,00%",0,EMBRANCO,"1,34%",18,NULOS,"1,12%",15,,,,,,,,,
Leiria,Caldas da Rainha,Caldas da Rainha - Santo Onofre e Serra do Bouro,PAN,"1,92%",101,L,"1,65%",87,CDS-PP,"1,64%",86,R.I.R.,"0,70%",37,ADN,"0,42%",22,MAS,"0,19%",10,VP,"0,19%",10,E,"0,13%",7,MPT,"0,11%",6,NC,"0,11%",6,PTP,"0,06%",3,EMBRANCO,"1,62%",85,NULOS,"0,82%",43,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leiria,Caldas da Rainha,Carvalhal Benfeito,PPD/PSD,"50,26%",294,PS,"23,59%",138,CH,"8,03%",47,CDS-PP,"4,44%",26,IL,"3,08%",18,B.E.,"2,22%",13,PAN,"1,37%",8,R.I.R.,"1,37%",8,L,"1,20%",7,PCP-PEV,"0,85%",5,ADN,"0,17%",1,E,"0,17%",1,NC,"0,17%",1,MAS,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,03%",6,NULOS,"2,05%",12,,,,,,,,,
Leiria,Caldas da Rainha,Foz do Arelho,PS,"38,07%",268,PPD/PSD,"29,40%",207,CH,"7,39%",52,IL,"7,24%",51,B.E.,"4,69%",33,PCP-PEV,"3,55%",25,CDS-PP,"1,99%",14,PAN,"1,99%",14,L,"1,42%",10,ADN,"0,43%",3,MAS,"0,28%",2,NC,"0,28%",2,R.I.R.,"0,28%",2,VP,"0,28%",2,MPT,"0,14%",1,E,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"1,42%",10,NULOS,"1,14%",8,,,,,,,,,
Leiria,Caldas da Rainha,Landal,PPD/PSD,"46,05%",239,PS,"28,71%",149,CH,"9,44%",49,IL,"3,66%",19,CDS-PP,"2,89%",15,B.E.,"2,12%",11,L,"1,16%",6,ADN,"0,58%",3,PAN,"0,58%",3,PCP-PEV,"0,58%",3,MAS,"0,39%",2,PTP,"0,19%",1,R.I.R.,"0,19%",1,E,"0,00%",0,MPT,"0,00%",0,NC,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,54%",8,NULOS,"1,93%",10,,,,,,,,,
Leiria,Caldas da Rainha,Nadadouro,PPD/PSD,"33,69%",347,PS,"32,52%",335,CH,"8,64%",89,IL,"7,28%",75,B.E.,"6,21%",64,PCP-PEV,"2,33%",24,CDS-PP,"2,23%",23,L,"1,26%",13,PAN,"1,26%",13,ADN,"0,78%",8,MAS,"0,29%",3,NC,"0,19%",2,E,"0,10%",1,MPT,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,14%",22,NULOS,"1,07%",11,,,,,,,,,
Leiria,Caldas da Rainha,"Nossa Senhora do Pópulo, Coto e São Gregório",PS,"36,12%","3,291",PPD/PSD,"31,46%","2,867",CH,"6,92%",631,IL,"6,74%",614,B.E.,"6,23%",568,PCP-PEV,"3,35%",305,CDS-PP,"2,02%",184,L,"1,81%",165,PAN,"1,73%",158,R.I.R.,"0,50%",46,ADN,"0,32%",29,NC,"0,20%",18,E,"0,11%",10,MPT,"0,10%",9,MAS,"0,09%",8,PTP,"0,07%",6,VP,"0,07%",6,EMBRANCO,"1,32%",120,NULOS,"0,85%",77,,,,,,,,,
Leiria,Caldas da Rainha,Salir de Matos,PS,"36,50%",449,PPD/PSD,"33,74%",415,CH,"10,16%",125,IL,"4,80%",59,B.E.,"3,74%",46,PCP-PEV,"2,28%",28,CDS-PP,"2,11%",26,L,"0,98%",12,PAN,"0,73%",9,ADN,"0,49%",6,R.I.R.,"0,41%",5,MPT,"0,33%",4,MAS,"0,08%",1,NC,"0,08%",1,VP,"0,08%",1,E,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"1,87%",23,NULOS,"1,63%",20,,,,,,,,,
Leiria,Caldas da Rainha,Santa Catarina,PPD/PSD,"46,49%",729,PS,"26,28%",412,CH,"8,48%",133,IL,"4,02%",63,B.E.,"3,89%",61,CDS-PP,"3,76%",59,PCP-PEV,"1,53%",24,PAN,"1,02%",16,L,"0,96%",15,R.I.R.,"0,45%",7,ADN,"0,19%",3,E,"0,19%",3,MAS,"0,13%",2,MPT,"0,06%",1,PTP,"0,06%",1,VP,"0,06%",1,NC,"0,00%",0,EMBRANCO,"1,15%",18,NULOS,"1,28%",20,,,,,,,,,
Leiria,Caldas da Rainha,Tornada e Salir do Porto,PS,"44,65%",948,PPD/PSD,"28,03%",595,CH,"7,07%",150,B.E.,"5,75%",122,IL,"4,05%",86,PCP-PEV,"3,25%",69,CDS-PP,"1,32%",28,PAN,"1,22%",26,L,"1,08%",23,R.I.R.,"0,33%",7,NC,"0,24%",5,ADN,"0,19%",4,MPT,"0,14%",3,E,"0,09%",2,VP,"0,09%",2,MAS,"0,05%",1,PTP,"0,05%",1,EMBRANCO,"1,51%",32,NULOS,"0,89%",19,,,,,,,,,
Leiria,Caldas da Rainha,Vidais,PPD/PSD,"44,30%",245,PS,"32,19%",178,CH,"7,96%",44,B.E.,"3,44%",19,IL,"2,71%",15,CDS-PP,"1,99%",11,PCP-PEV,"1,81%",10,PAN,"1,45%",8,R.I.R.,"0,90%",5,MAS,"0,36%",2,ADN,"0,18%",1,L,"0,18%",1,NC,"0,18%",1,E,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,45%",8,NULOS,"0,90%",5,,,,,,,,,
Leiria,Castanheira de Pêra,Castanheira de Pêra e Coentral,PS,"55,73%",861,PPD/PSD,"26,60%",411,CH,"3,69%",57,IL,"3,30%",51,B.E.,"3,11%",48,PCP-PEV,"1,42%",22,CDS-PP,"1,36%",21,PAN,"0,84%",13,R.I.R.,"0,45%",7,L,"0,32%",5,MPT,"0,19%",3,MAS,"0,06%",1,NC,"0,06%",1,PTP,"0,06%",1,VP,"0,06%",1,ADN,"0,00%",0,E,"0,00%",0,EMBRANCO,"1,42%",22,NULOS,"1,29%",20,,,,,,,,,
Leiria,Figueiró dos Vinhos,Aguda,PPD/PSD,"41,75%",220,PS,"37,57%",198,CH,"6,83%",36,B.E.,"3,98%",21,CDS-PP,"3,04%",16,IL,"1,90%",10,L,"0,76%",4,PCP-PEV,"0,57%",3,R.I.R.,"0,57%",3,PAN,"0,38%",2,MPT,"0,19%",1,NC,"0,19%",1,ADN,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,19%",1,NULOS,"2,09%",11,,,,,,,,,
Leiria,Figueiró dos Vinhos,Arega,PS,"39,59%",173,PPD/PSD,"38,67%",169,CH,"8,47%",37,IL,"3,66%",16,B.E.,"2,52%",11,CDS-PP,"1,60%",7,PAN,"1,37%",6,PCP-PEV,"0,69%",3,R.I.R.,"0,69%",3,MPT,"0,46%",2,MAS,"0,23%",1,ADN,"0,00%",0,E,"0,00%",0,L,"0,00%",0,NC,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,14%",5,NULOS,"0,92%",4,,,,,,,,,
Leiria,Figueiró dos Vinhos,Campelo,PS,"47,78%",43,PPD/PSD,"33,33%",30,CH,"8,89%",8,PCP-PEV,"3,33%",3,ADN,"1,11%",1,L,"1,11%",1,MPT,"1,11%",1,PAN,"1,11%",1,B.E.,"0,00%",0,CDS-PP,"0,00%",0,E,"0,00%",0,IL,"0,00%",0,MAS,"0,00%",0,NC,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"2,22%",2,,,,,,,,,
Leiria,Figueiró dos Vinhos,Figueiró dos Vinhos e Bairradas,PS,"41,41%",788,PPD/PSD,"37,94%",722,CH,"5,73%",109,IL,"3,26%",62,B.E.,"2,89%",55,PCP-PEV,"1,89%",36,CDS-PP,"1,37%",26,PAN,"0,95%",18,L,"0,74%",14,MPT,"0,26%",5,R.I.R.,"0,21%",4,ADN,"0,16%",3,MAS,"0,11%",2,NC,"0,11%",2,E,"0,05%",1,VP,"0,05%",1,PTP,"0,00%",0,EMBRANCO,"1,31%",25,NULOS,"1,58%",30,,,,,,,,,
Leiria,Leiria,Amor,PS,"39,67%",939,PPD/PSD,"28,69%",679,CH,"7,48%",177,IL,"5,87%",139,B.E.,"4,14%",98,PCP-PEV,"2,75%",65,CDS-PP,"2,66%",63,PAN,"1,77%",42,L,"1,18%",28,R.I.R.,"0,76%",18,ADN,"0,34%",8,MPT,"0,21%",5,MAS,"0,13%",3,NC,"0,13%",3,PTP,"0,13%",3,E,"0,04%",1,VP,"0,04%",1,EMBRANCO,"2,70%",64,NULOS,"1,31%",31,,,,,,,,,
Leiria,Leiria,Arrabal,PPD/PSD,"43,10%",665,PS,"28,26%",436,CH,"8,88%",137,IL,"6,42%",99,CDS-PP,"3,89%",60,B.E.,"2,72%",42,PCP-PEV,"1,62%",25,PAN,"0,78%",12,R.I.R.,"0,71%",11,L,"0,58%",9,MPT,"0,52%",8,ADN,"0,26%",4,E,"0,13%",2,NC,"0,13%",2,MAS,"0,06%",1,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,30%",20,NULOS,"0,65%",10,,,,,,,,,
Leiria,Leiria,Bajouca,PPD/PSD,"58,78%",733,PS,"17,16%",214,IL,"5,05%",63,CH,"4,73%",59,B.E.,"3,21%",40,CDS-PP,"3,05%",38,L,"1,36%",17,PCP-PEV,"1,20%",15,PAN,"0,96%",12,R.I.R.,"0,32%",4,MAS,"0,24%",3,ADN,"0,16%",2,E,"0,16%",2,MPT,"0,00%",0,NC,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,41%",30,NULOS,"1,20%",15,,,,,,,,,
Leiria,Leiria,Bidoeira de Cima,PPD/PSD,"61,73%",826,PS,"17,71%",237,CH,"6,80%",91,IL,"4,86%",65,B.E.,"1,79%",24,CDS-PP,"1,35%",18,R.I.R.,"0,75%",10,PAN,"0,60%",8,PCP-PEV,"0,60%",8,L,"0,22%",3,NC,"0,15%",2,ADN,"0,07%",1,E,"0,07%",1,MPT,"0,07%",1,PTP,"0,07%",1,VP,"0,07%",1,MAS,"0,00%",0,EMBRANCO,"1,64%",22,NULOS,"1,42%",19,,,,,,,,,
Leiria,Leiria,Caranguejeira,PPD/PSD,"54,97%","1,47",PS,"22,92%",613,CH,"6,66%",178,IL,"4,60%",123,B.E.,"2,84%",76,CDS-PP,"2,32%",62,PAN,"1,05%",28,L,"0,64%",17,PCP-PEV,"0,52%",14,R.I.R.,"0,30%",8,ADN,"0,19%",5,NC,"0,15%",4,VP,"0,15%",4,MAS,"0,07%",2,E,"0,04%",1,MPT,"0,04%",1,PTP,"0,04%",1,EMBRANCO,"1,50%",40,NULOS,"1,01%",27,,,,,,,,,
Leiria,Leiria,Coimbrão,PS,"40,80%",355,PPD/PSD,"31,03%",270,CH,"5,63%",49,B.E.,"4,94%",43,IL,"4,02%",35,PAN,"2,18%",19,CDS-PP,"1,84%",16,PCP-PEV,"1,72%",15,R.I.R.,"1,15%",10,L,"1,03%",9,MPT,"0,46%",4,ADN,"0,23%",2,E,"0,11%",1,MAS,"0,11%",1,NC,"0,11%",1,PTP,"0,11%",1,VP,"0,00%",0,EMBRANCO,"2,53%",22,NULOS,"1,95%",17,,,,,,,,,
Leiria,Leiria,Colmeias e Memória,PPD/PSD,"46,20%",905,PS,"27,82%",545,CH,"8,78%",172,IL,"5,16%",101,B.E.,"2,65%",52,CDS-PP,"1,68%",33,L,"1,38%",27,PAN,"1,38%",27,PCP-PEV,"0,61%",12,R.I.R.,"0,61%",12,MPT,"0,41%",8,ADN,"0,20%",4,MAS,"0,20%",4,VP,"0,20%",4,NC,"0,10%",2,E,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"1,38%",27,NULOS,"1,23%",24,,,,,,,,,
Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",PPD/PSD,"35,66%","6,579",PS,"33,83%","6,24",IL,"7,57%","1,397",CH,"6,27%","1,157",B.E.,"5,38%",993,PCP-PEV,"2,31%",427,CDS-PP,"1,92%",355,L,"1,69%",312,PAN,"1,66%",306,ADN,"0,41%",75,R.I.R.,"0,32%",59,MPT,"0,17%",31,NC,"0,16%",29,VP,"0,11%",21,MAS,"0,09%",16,PTP,"0,07%",12,E,"0,05%",10,EMBRANCO,"1,41%",260,NULOS,"0,91%",168,,,,,,,,,
Leiria,Leiria,Maceira,PS,"40,58%","2,073",PPD/PSD,"29,15%","1,489",CH,"8,61%",440,B.E.,"5,01%",256,IL,"4,97%",254,PCP-PEV,"2,51%",128,CDS-PP,"2,15%",110,PAN,"1,37%",70,L,"0,72%",37,R.I.R.,"0,67%",34,MPT,"0,22%",11,NC,"0,18%",9,PTP,"0,18%",9,ADN,"0,14%",7,MAS,"0,14%",7,VP,"0,14%",7,E,"0,12%",6,EMBRANCO,"1,84%",94,NULOS,"1,31%",67,,,,,,,,,
Leiria,Leiria,Marrazes e Barosa,PS,"36,74%","4,449",PPD/PSD,"29,98%","3,63",CH,"8,32%","1,008",IL,"7,52%",911,B.E.,"5,87%",711,PCP-PEV,"2,45%",297,PAN,"1,88%",228,L,"1,62%",196,CDS-PP,"1,57%",190,R.I.R.,"0,42%",51,ADN,"0,39%",47,MPT,"0,28%",34,NC,"0,20%",24,MAS,"0,10%",12,E,"0,08%",10,PTP,"0,07%",8,VP,"0,06%",7,EMBRANCO,"1,72%",208,NULOS,"0,73%",89,,,,,,,,,
Leiria,Leiria,Milagres,PPD/PSD,"43,34%",703,PS,"29,41%",477,CH,"8,01%",130,IL,"5,36%",87,B.E.,"3,51%",57,CDS-PP,"2,53%",41,PCP-PEV,"0,92%",15,L,"0,74%",12,NC,"0,55%",9,MPT,"0,49%",8,ADN,"0,43%",7,PAN,"0,43%",7,R.I.R.,"0,31%",5,MAS,"0,12%",2,PTP,"0,06%",1,VP,"0,06%",1,E,"0,00%",0,EMBRANCO,"2,03%",33,NULOS,"1,66%",27,,,,,,,,,
Leiria,Leiria,Monte Real e Carvide,PS,"37,99%","1,114",PPD/PSD,"30,80%",903,CH,"7,91%",232,IL,"5,87%",172,B.E.,"4,47%",131,CDS-PP,"2,46%",72,PCP-PEV,"2,08%",61,PAN,"1,47%",43,L,"0,75%",22,R.I.R.,"0,72%",21,ADN,"0,44%",13,MPT,"0,34%",10,E,"0,20%",6,MAS,"0,17%",5,NC,"0,17%",5,PTP,"0,10%",3,VP,"0,03%",1,EMBRANCO,"2,35%",69,NULOS,"1,67%",49,,,,,,,,,
Leiria,Leiria,Monte Redondo e Carreira,PPD/PSD,"37,88%","1,059",PS,"33,91%",948,CH,"7,40%",207,B.E.,"3,61%",101,IL,"3,47%",97,CDS-PP,"3,00%",84,PCP-PEV,"2,29%",64,PAN,"1,54%",43,R.I.R.,"0,89%",25,L,"0,72%",20,ADN,"0,64%",18,MAS,"0,21%",6,E,"0,18%",5,NC,"0,14%",4,PTP,"0,11%",3,MPT,"0,07%",2,VP,"0,07%",2,EMBRANCO,"2,43%",68,NULOS,"1,43%",40,,,,,,,,,
Leiria,Leiria,Parceiros e Azoia,IL,"7,37%",316,CH,"6,81%",292,B.E.,"5,13%",220,PCP-PEV,"2,26%",97,PAN,"1,52%",65,CDS-PP,"1,33%",57,L,"1,24%",53,R.I.R.,"0,65%",28,ADN,"0,58%",25,MAS,"0,21%",9,E,"0,14%",6,MPT,"0,12%",5,NC,"0,12%",5,PTP,"0,07%",3,VP,"0,07%",3,EMBRANCO,"1,52%",65,NULOS,"0,93%",40,,,,,,,,,,,,,,,
Leiria,Leiria,Regueira de Pontes,PS,"37,21%",454,PPD/PSD,"34,18%",417,CH,"8,69%",106,IL,"4,59%",56,B.E.,"3,69%",45,CDS-PP,"3,28%",40,PCP-PEV,"1,23%",15,PAN,"0,90%",11,L,"0,66%",8,MPT,"0,25%",3,R.I.R.,"0,25%",3,E,"0,08%",1,MAS,"0,08%",1,PTP,"0,08%",1,VP,"0,08%",1,ADN,"0,00%",0,NC,"0,00%",0,EMBRANCO,"2,95%",36,NULOS,"1,80%",22,,,,,,,,,
Leiria,Leiria,Santa Catarina da Serra e Chainça,PPD/PSD,"56,73%","1,669",PS,"19,75%",581,CH,"7,99%",235,IL,"4,62%",136,CDS-PP,"3,26%",96,B.E.,"1,77%",52,PAN,"1,12%",33,L,"0,71%",21,PCP-PEV,"0,58%",17,ADN,"0,37%",11,R.I.R.,"0,34%",10,MAS,"0,10%",3,E,"0,07%",2,MPT,"0,07%",2,NC,"0,07%",2,PTP,"0,07%",2,VP,"0,03%",1,EMBRANCO,"1,29%",38,NULOS,"1,05%",31,,,,,,,,,
Leiria,Leiria,Santa Eufémia e Boa Vista,PPD/PSD,"49,18%","1,146",PS,"23,05%",537,CH,"7,81%",182,IL,"5,79%",135,CDS-PP,"3,48%",81,B.E.,"3,43%",80,PCP-PEV,"1,42%",33,L,"1,24%",29,PAN,"0,69%",16,R.I.R.,"0,43%",10,ADN,"0,34%",8,MPT,"0,09%",2,NC,"0,09%",2,E,"0,04%",1,MAS,"0,04%",1,PTP,"0,04%",1,VP,"0,00%",0,EMBRANCO,"1,59%",37,NULOS,"1,24%",29,,,,,,,,,
Leiria,Leiria,Souto da Carpalhosa e Ortigosa,PPD/PSD,"44,73%","1,463",PS,"25,62%",838,CH,"7,37%",241,IL,"6,14%",201,CDS-PP,"4,83%",158,B.E.,"3,73%",122,PCP-PEV,"1,25%",41,PAN,"0,86%",28,L,"0,70%",23,R.I.R.,"0,61%",20,ADN,"0,21%",7,MPT,"0,18%",6,MAS,"0,12%",4,NC,"0,12%",4,PTP,"0,09%",3,E,"0,06%",2,VP,"0,06%",2,EMBRANCO,"2,05%",67,NULOS,"1,25%",41,,,,,,,,,
Leiria,Marinha Grande,Marinha Grande,PS,"43,03%","6,716",PPD/PSD,"18,91%","2,951",PCP-PEV,"10,28%","1,604",CH,"7,39%","1,154",B.E.,"6,78%","1,058",IL,"5,61%",875,PAN,"1,72%",268,L,"1,22%",190,CDS-PP,"0,99%",155,R.I.R.,"0,43%",67,ADN,"0,35%",55,MPT,"0,22%",34,NC,"0,22%",34,MAS,"0,19%",29,PTP,"0,08%",12,VP,"0,07%",11,E,"0,06%",9,EMBRANCO,"1,62%",253,NULOS,"0,86%",134,,,,,,,,,
Leiria,Marinha Grande,Moita,PS,"53,86%",398,PPD/PSD,"11,91%",88,PCP-PEV,"11,37%",84,CH,"6,90%",51,B.E.,"5,14%",38,IL,"3,25%",24,PAN,"1,35%",10,L,"1,22%",9,ADN,"0,95%",7,CDS-PP,"0,54%",4,R.I.R.,"0,41%",3,NC,"0,27%",2,PTP,"0,27%",2,E,"0,14%",1,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,95%",7,NULOS,"1,49%",11,,,,,,,,,
Leiria,Marinha Grande,Vieira de Leiria,PS,"43,71%","1,175",PPD/PSD,"19,87%",534,CH,"8,07%",217,B.E.,"7,22%",194,PCP-PEV,"6,96%",187,IL,"4,95%",133,PAN,"1,90%",51,CDS-PP,"1,26%",34,L,"1,12%",30,R.I.R.,"0,56%",15,ADN,"0,45%",12,MPT,"0,30%",8,VP,"0,11%",3,MAS,"0,07%",2,NC,"0,07%",2,PTP,"0,04%",1,E,"0,00%",0,EMBRANCO,"2,19%",59,NULOS,"1,15%",31,,,,,,,,,
Leiria,Nazaré,Famalicão,PS,"41,78%",361,PPD/PSD,"29,75%",257,CH,"9,95%",86,B.E.,"6,02%",52,IL,"3,70%",32,PCP-PEV,"1,85%",16,CDS-PP,"0,93%",8,PAN,"0,93%",8,R.I.R.,"0,81%",7,L,"0,46%",4,MPT,"0,46%",4,ADN,"0,35%",3,NC,"0,23%",2,VP,"0,23%",2,MAS,"0,12%",1,E,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"1,39%",12,NULOS,"1,04%",9,,,,,,,,,
Leiria,Nazaré,Nazaré,PS,"46,00%","2,119",PPD/PSD,"24,42%","1,125",CH,"7,88%",363,B.E.,"6,10%",281,PCP-PEV,"4,91%",226,IL,"4,49%",207,PAN,"1,04%",48,L,"0,91%",42,CDS-PP,"0,82%",38,ADN,"0,46%",21,R.I.R.,"0,37%",17,MAS,"0,09%",4,MPT,"0,09%",4,VP,"0,07%",3,E,"0,04%",2,NC,"0,04%",2,PTP,"0,00%",0,EMBRANCO,"1,37%",63,NULOS,"0,91%",42,,,,,,,,,
Leiria,Nazaré,Valado dos Frades,PS,"43,39%",597,PPD/PSD,"19,62%",270,PCP-PEV,"12,79%",176,CH,"6,98%",96,B.E.,"6,76%",93,IL,"3,85%",53,CDS-PP,"1,31%",18,R.I.R.,"0,80%",11,L,"0,73%",10,PAN,"0,65%",9,NC,"0,29%",4,ADN,"0,22%",3,MAS,"0,22%",3,VP,"0,22%",3,E,"0,15%",2,MPT,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"1,38%",19,NULOS,"0,65%",9,,,,,,,,,
Leiria,Óbidos,A dos Negros,PS,"45,24%",356,PPD/PSD,"27,95%",220,CH,"7,62%",60,B.E.,"5,46%",43,PCP-PEV,"3,18%",25,IL,"3,05%",24,PAN,"1,78%",14,CDS-PP,"1,52%",12,L,"0,89%",7,R.I.R.,"0,25%",2,ADN,"0,13%",1,MAS,"0,13%",1,E,"0,00%",0,MPT,"0,00%",0,NC,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,65%",13,NULOS,"1,14%",9,,,,,,,,,
Leiria,Óbidos,Amoreira,PS,"40,08%",190,PPD/PSD,"27,64%",131,IL,"6,96%",33,CH,"6,75%",32,B.E.,"6,54%",31,PCP-PEV,"3,38%",16,PAN,"1,69%",8,L,"1,27%",6,CDS-PP,"0,84%",4,MAS,"0,63%",3,ADN,"0,42%",2,R.I.R.,"0,42%",2,E,"0,21%",1,MPT,"0,21%",1,PTP,"0,21%",1,NC,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,05%",5,NULOS,"1,69%",8,,,,,,,,,
Leiria,Óbidos,Gaeiras,PS,"44,30%",598,PPD/PSD,"26,89%",363,CH,"7,04%",95,B.E.,"5,11%",69,IL,"4,81%",65,PCP-PEV,"3,63%",49,CDS-PP,"1,56%",21,L,"1,56%",21,PAN,"1,56%",21,ADN,"0,37%",5,R.I.R.,"0,30%",4,VP,"0,22%",3,E,"0,15%",2,MAS,"0,07%",1,MPT,"0,07%",1,NC,"0,07%",1,PTP,"0,00%",0,EMBRANCO,"1,63%",22,NULOS,"0,67%",9,,,,,,,,,
Leiria,Óbidos,Olho Marinho,PS,"37,64%",233,PPD/PSD,"27,95%",173,CH,"10,02%",62,PCP-PEV,"8,89%",55,IL,"4,36%",27,B.E.,"2,42%",15,PAN,"1,29%",8,CDS-PP,"1,13%",7,L,"0,81%",5,R.I.R.,"0,81%",5,ADN,"0,48%",3,MAS,"0,16%",1,VP,"0,16%",1,E,"0,00%",0,MPT,"0,00%",0,NC,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"2,42%",15,NULOS,"1,45%",9,,,,,,,,,
Leiria,Óbidos,"Santa Maria, São Pedro e Sobral da Lagoa",PS,"41,45%",788,PPD/PSD,"30,62%",582,CH,"8,84%",168,B.E.,"4,63%",88,IL,"4,21%",80,PCP-PEV,"3,21%",61,CDS-PP,"1,58%",30,PAN,"1,53%",29,L,"0,89%",17,ADN,"0,58%",11,R.I.R.,"0,47%",9,E,"0,05%",1,MAS,"0,05%",1,NC,"0,05%",1,VP,"0,05%",1,MPT,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"1,26%",24,NULOS,"0,53%",10,,,,,,,,,
Leiria,Óbidos,Usseira,PPD/PSD,"47,48%",217,PS,"25,60%",117,CH,"10,50%",48,B.E.,"4,60%",21,IL,"3,72%",17,CDS-PP,"2,41%",11,PCP-PEV,"1,75%",8,PAN,"1,31%",6,L,"0,22%",1,ADN,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,NC,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,88%",4,NULOS,"1,53%",7,,,,,,,,,
Leiria,Óbidos,Vau,PPD/PSD,"38,10%",184,PS,"35,40%",171,CH,"8,90%",43,IL,"4,55%",22,B.E.,"3,52%",17,L,"2,69%",13,PCP-PEV,"2,28%",11,CDS-PP,"1,45%",7,PAN,"0,83%",4,R.I.R.,"0,62%",3,ADN,"0,21%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,NC,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"1,45%",7,,,,,,,,,
Leiria,Pedrógão Grande,Graça,PPD/PSD,"48,08%",150,PS,"33,33%",104,CH,"7,37%",23,B.E.,"2,24%",7,CDS-PP,"1,92%",6,PCP-PEV,"1,28%",4,IL,"0,96%",3,ADN,"0,64%",2,PAN,"0,64%",2,R.I.R.,"0,32%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,NC,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,32%",1,NULOS,"2,88%",9,,,,,,,,,
Leiria,Pedrógão Grande,Pedrógão Grande,PPD/PSD,"40,45%",464,PS,"39,15%",449,CH,"6,80%",78,IL,"2,79%",32,B.E.,"2,53%",29,CDS-PP,"2,35%",27,PCP-PEV,"1,83%",21,R.I.R.,"0,61%",7,L,"0,17%",2,ADN,"0,09%",1,E,"0,09%",1,MAS,"0,09%",1,NC,"0,09%",1,MPT,"0,00%",0,PAN,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,39%",16,NULOS,"1,57%",18,,,,,,,,,
