Freguesia DW,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,,,,,,,,,
Odiáxere,PS,"45,59%",512,PPD/PSD,"19,06%",214,CH,"11,84%",133,B.E.,"6,06%",68,PCP-PEV,"5,88%",66,IL,"3,21%",36,PAN,"1,87%",21,CDS-PP,"1,60%",18,ADN,"1,07%",12,L,"0,62%",7,R.I.R.,"0,36%",4,MAS,"0,27%",3,MPT,"0,18%",2,PTP,"0,18%",2,E,"0,09%",1,VP,"0,09%",1,EMBRANCO,"1,42%",16,NULOS,"0,62%",7,,,,,,,,,,,,
Oliveira – Arcos de Valdevez,PS,"45,60%",88,PPD/PSD,"43,52%",84,CH,"3,11%",6,CDS-PP,"2,07%",4,B.E.,"1,55%",3,VP,"1,55%",3,PCP-PEV,"0,52%",1,A,"0,00%",0,E,"0,00%",0,IL,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"1,55%",3,NULOS,"0,52%",1,,,,,,,,,,,,,,,
Canas de Santa Maria,PS,"45,62%",401,PPD/PSD,"34,24%",301,CH,"7,17%",63,B.E.,"2,28%",20,IL,"2,28%",20,CDS-PP,"1,71%",15,PCP-PEV,"1,25%",11,PAN,"0,91%",8,L,"0,80%",7,R.I.R.,"0,34%",3,ADN,"0,11%",1,E,"0,11%",1,MPT,"0,11%",1,MAS,"0,00%",0,NC,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,05%",18,NULOS,"1,02%",9,,,,,,,,,
Carvalhal – Abrantes,PS,"45,62%",151,PPD/PSD,"29,31%",97,CH,"10,88%",36,B.E.,"5,14%",17,PCP-PEV,"2,11%",7,CDS-PP,"1,81%",6,L,"1,21%",4,IL,"0,60%",2,MPT,"0,30%",1,PAN,"0,30%",1,PTP,"0,30%",1,E,"0,00%",0,MAS,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,21%",4,NULOS,"1,21%",4,,,,,,,,,,,,,,,
"União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia",PS,"45,63%",120,PPD/PSD,"39,92%",105,CH,"6,46%",17,B.E.,"2,66%",7,CDS-PP,"2,28%",6,PCP-PEV,"1,52%",4,IL,"0,38%",1,L,"0,38%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,76%",2,,,,,,,,,,,,,,,
Bordeira,PS,"45,64%",68,PPD/PSD,"26,17%",39,CH,"7,38%",11,PCP-PEV,"5,37%",8,B.E.,"3,36%",5,PAN,"2,68%",4,CDS-PP,"2,01%",3,IL,"1,34%",2,MAS,"1,34%",2,L,"0,67%",1,ADN,"0,00%",0,E,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,01%",3,NULOS,"2,01%",3,,,,,,,,,,,,
Vermoil,PPD/PSD,"45,64%",602,PS,"26,76%",353,CH,"9,55%",126,IL,"4,55%",60,B.E.,"2,43%",32,CDS-PP,"2,12%",28,PCP-PEV,"2,05%",27,L,"1,21%",16,PAN,"0,76%",10,NC,"0,30%",4,R.I.R.,"0,30%",4,VP,"0,30%",4,ADN,"0,15%",2,MPT,"0,15%",2,PTP,"0,15%",2,E,"0,00%",0,MAS,"0,00%",0,EMBRANCO,"2,20%",29,NULOS,"1,36%",18,,,,,,,,,
Rogil,PS,"45,66%",221,PPD/PSD,"20,45%",99,CH,"8,26%",40,PCP-PEV,"6,61%",32,B.E.,"5,37%",26,IL,"2,89%",14,PAN,"2,89%",14,R.I.R.,"1,45%",7,ADN,"1,24%",6,CDS-PP,"1,24%",6,L,"0,41%",2,MPT,"0,41%",2,PTP,"0,41%",2,MAS,"0,21%",1,E,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,45%",7,NULOS,"1,03%",5,,,,,,,,,,,,
Selho (São Jorge),PS,"45,66%","1,683",PPD/PSD,"26,75%",986,CH,"6,35%",234,PCP-PEV,"5,81%",214,IL,"5,29%",195,B.E.,"4,64%",171,CDS-PP,"1,03%",38,PAN,"0,87%",32,L,"0,81%",30,R.I.R.,"0,16%",6,VP,"0,16%",6,MAS,"0,14%",5,MPT,"0,08%",3,A,"0,05%",2,E,"0,05%",2,JPP,"0,05%",2,PTP,"0,03%",1,EMBRANCO,"1,49%",55,NULOS,"0,57%",21,,,,,,,,,
Ermesinde,PS,"45,68%","9,638",PPD/PSD,"27,38%","5,778",B.E.,"6,19%","1,306",IL,"4,99%","1,052",CH,"4,40%",928,PCP-PEV,"3,51%",740,PAN,"2,21%",466,L,"1,26%",266,CDS-PP,"0,97%",204,R.I.R.,"0,69%",145,ADN,"0,19%",40,NC,"0,11%",23,E,"0,09%",19,A,"0,08%",17,MPT,"0,07%",14,MAS,"0,05%",11,VP,"0,04%",8,PTP,"0,03%",7,JPP,"0,03%",6,,,,,,,,,
Vinha da Rainha,PS,"45,69%",297,PPD/PSD,"29,08%",189,CH,"8,15%",53,B.E.,"4,31%",28,IL,"3,85%",25,CDS-PP,"1,69%",11,PAN,"1,08%",7,R.I.R.,"1,08%",7,L,"0,77%",5,PCP-PEV,"0,62%",4,A,"0,15%",1,MPT,"0,15%",1,E,"0,00%",0,MAS,"0,00%",0,PCTP/MRPP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,69%",11,NULOS,"1,69%",11,,,,,,,,,,,,
União das freguesias de Anissó e Soutelo,PPD/PSD,"45,70%",101,PS,"34,39%",76,CH,"4,98%",11,CDS-PP,"3,17%",7,PCP-PEV,"2,71%",6,B.E.,"2,26%",5,PAN,"1,81%",4,IL,"1,36%",3,L,"0,90%",2,A,"0,45%",1,MPT,"0,45%",1,E,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"1,81%",4,,,,,,,,,
"União das freguesias de Ferreiros, Prozelo e Besteiros",PS,"45,70%","1,127",PPD/PSD,"31,02%",765,CH,"7,30%",180,IL,"3,00%",74,CDS-PP,"2,55%",63,B.E.,"2,47%",61,PCP-PEV,"2,23%",55,PAN,"1,09%",27,L,"0,89%",22,R.I.R.,"0,65%",16,PTP,"0,16%",4,JPP,"0,08%",2,MAS,"0,08%",2,MPT,"0,08%",2,A,"0,04%",1,E,"0,04%",1,VP,"0,00%",0,EMBRANCO,"1,38%",34,NULOS,"1,22%",30,,,,,,,,,
Gave,PS,"45,71%",48,PPD/PSD,"42,86%",45,CH,"4,76%",5,CDS-PP,"3,81%",4,A,"0,95%",1,L,"0,95%",1,R.I.R.,"0,95%",1,B.E.,"0,00%",0,E,"0,00%",0,IL,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,PCP-PEV,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,00%",0,,,,,,,,,,,,,,,
Infesta,PS,"45,71%",96,PPD/PSD,"27,62%",58,CH,"8,10%",17,CDS-PP,"4,76%",10,PCP-PEV,"3,81%",8,B.E.,"3,33%",7,IL,"0,95%",2,L,"0,95%",2,PAN,"0,95%",2,A,"0,48%",1,R.I.R.,"0,48%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,95%",2,NULOS,"1,90%",4,,,,,,,,,,,,,,,
União das freguesias de Adeganha e Cardanha,PPD/PSD,"45,71%",112,PS,"35,51%",87,CH,"8,57%",21,B.E.,"3,27%",8,CDS-PP,"2,86%",7,PCP-PEV,"1,63%",4,MPT,"0,82%",2,IL,"0,41%",1,PAN,"0,41%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,82%",2,,,,,,,,,,,,,,,,,,,,,
União das freguesias de Póvoa de Santa Iria e Forte da Casa,PS,"45,71%","10,003",PPD/PSD,"17,69%","3,871",CH,"9,69%","2,12",PCP-PEV,"6,29%","1,377",IL,"5,76%","1,26",B.E.,"5,70%","1,247",PAN,"2,58%",564,L,"1,84%",402,CDS-PP,"1,02%",223,PCTP/MRPP,"0,47%",103,R.I.R.,"0,34%",75,ADN,"0,19%",41,MPT,"0,14%",31,VP,"0,14%",30,MAS,"0,10%",21,JPP,"0,08%",17,NC,"0,08%",17,A,"0,07%",16,E,"0,06%",14,,,,,,,,,
Cinco Ribeiras,PPD/PSD.CDS-PP.PPM,"45,73%",150,PS,"37,20%",122,CH,"3,66%",12,IL,"2,44%",8,B.E.,"1,52%",5,PCP-PEV,"1,22%",4,PAN,"0,91%",3,L,"0,30%",1,PCTP/MRPP,"0,30%",1,ADN,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"4,88%",16,NULOS,"1,83%",6,,,,,,,,,,,,,,,
Monteiras,PPD/PSD,"45,73%",107,PS,"30,34%",71,CH,"15,38%",36,CDS-PP,"5,56%",13,IL,"0,43%",1,NC,"0,43%",1,PAN,"0,43%",1,ADN,"0,00%",0,B.E.,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PCP-PEV,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,28%",3,NULOS,"0,43%",1,,,,,,,,,
Anha,PS,"45,74%",623,PPD/PSD,"33,04%",450,CH,"6,02%",82,B.E.,"3,82%",52,IL,"2,50%",34,PCP-PEV,"2,06%",28,CDS-PP,"0,95%",13,PAN,"0,73%",10,L,"0,59%",8,MAS,"0,37%",5,R.I.R.,"0,37%",5,MPT,"0,29%",4,A,"0,22%",3,E,"0,22%",3,VP,"0,07%",1,EMBRANCO,"1,47%",20,NULOS,"1,54%",21,,,,,,,,,,,,,,,
Gimonde,PS,"45,74%",86,PPD/PSD,"35,64%",67,CH,"9,57%",18,B.E.,"2,13%",4,IL,"2,13%",4,PAN,"1,60%",3,CDS-PP,"0,53%",1,R.I.R.,"0,53%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PCP-PEV,"0,00%",0,EMBRANCO,"1,06%",2,NULOS,"1,06%",2,,,,,,,,,,,,,,,,,,,,,
Nossa Senhora do Pranto,PS,"45,75%",269,PPD/PSD,"32,99%",194,CH,"6,80%",40,IL,"2,72%",16,B.E.,"2,21%",13,CDS-PP,"2,04%",12,PCP-PEV,"1,36%",8,PAN,"1,02%",6,L,"0,68%",4,R.I.R.,"0,51%",3,MPT,"0,34%",2,PTP,"0,34%",2,E,"0,17%",1,MAS,"0,17%",1,VP,"0,17%",1,EMBRANCO,"1,53%",9,NULOS,"1,19%",7,,,,,,,,,,,,,,,
Rio Frio,PPD/PSD,"45,76%",135,PS,"42,71%",126,CH,"3,73%",11,CDS-PP,"2,71%",8,B.E.,"1,36%",4,IL,"1,02%",3,PAN,"0,68%",2,PCP-PEV,"0,68%",2,R.I.R.,"0,34%",1,A,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,34%",1,NULOS,"0,68%",2,,,,,,,,,,,,,,,
"União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco",PPD/PSD,"45,76%",108,PS,"37,71%",89,CH,"8,47%",20,CDS-PP,"2,97%",7,B.E.,"1,69%",4,IL,"0,42%",1,L,"0,42%",1,PCP-PEV,"0,42%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"2,12%",5,,,,,,,,,,,,,,,,,,,,,
Ribeira Chã,PS,"45,77%",65,PPD/PSD.CDS-PP.PPM,"26,06%",37,CH,"16,20%",23,IL,"2,82%",4,B.E.,"0,70%",1,PAN,"0,70%",1,PCTP/MRPP,"0,70%",1,VP,"0,70%",1,ADN,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PCP-PEV,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"5,63%",8,NULOS,"0,70%",1,,,,,,,,,,,,,,,
União das freguesias de Pataias e Martingança,PS,"45,77%","1,633",PPD/PSD,"24,92%",889,CH,"7,60%",271,IL,"4,79%",171,B.E.,"4,74%",169,PCP-PEV,"4,37%",156,PAN,"1,49%",53,CDS-PP,"1,18%",42,L,"0,87%",31,NC,"0,62%",22,R.I.R.,"0,50%",18,ADN,"0,25%",9,MAS,"0,14%",5,VP,"0,08%",3,E,"0,06%",2,MPT,"0,06%",2,PTP,"0,03%",1,EMBRANCO,"1,43%",51,NULOS,"1,12%",40,,,,,,,,,
Santa Maria Maior – Lisboa,PS,"45,78%","2,02",PPD/PSD,"16,70%",737,PCP-PEV,"8,14%",359,IL,"6,48%",286,B.E.,"6,39%",282,CH,"4,94%",218,L,"3,97%",175,CDS-PP,"2,15%",95,PAN,"1,99%",88,PCTP/MRPP,"0,84%",37,R.I.R.,"0,20%",9,ADN,"0,18%",8,JPP,"0,16%",7,MAS,"0,16%",7,MPT,"0,11%",5,VP,"0,11%",5,E,"0,09%",4,PTP,"0,07%",3,NC,"0,05%",2,,,,,,,,,
Vila Nova de Cacela,PS,"45,78%",775,PPD/PSD,"22,45%",380,CH,"12,17%",206,B.E.,"5,14%",87,PCP-PEV,"4,84%",82,IL,"2,66%",45,PAN,"1,48%",25,CDS-PP,"1,12%",19,R.I.R.,"0,89%",15,L,"0,77%",13,ADN,"0,18%",3,E,"0,12%",2,VP,"0,12%",2,MAS,"0,06%",1,MPT,"0,06%",1,PTP,"0,06%",1,EMBRANCO,"1,06%",18,NULOS,"1,06%",18,,,,,,,,,,,,
União das freguesias de Monção e Troviscoso,PS,"45,79%",663,PPD/PSD,"34,60%",501,CH,"4,70%",68,IL,"3,87%",56,B.E.,"3,18%",46,PCP-PEV,"2,07%",30,CDS-PP,"1,93%",28,L,"0,69%",10,PAN,"0,48%",7,MAS,"0,41%",6,R.I.R.,"0,35%",5,E,"0,14%",2,VP,"0,14%",2,MPT,"0,07%",1,A,"0,00%",0,EMBRANCO,"0,90%",13,NULOS,"0,69%",10,,,,,,,,,,,,,,,
Castanheiro do Sul,PPD/PSD,"45,81%",93,PS,"39,90%",81,CDS-PP,"2,46%",5,PCP-PEV,"2,46%",5,CH,"1,97%",4,IL,"1,97%",4,B.E.,"1,48%",3,VP,"1,48%",3,E,"0,99%",2,L,"0,49%",1,ADN,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,NC,"0,00%",0,PAN,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,49%",1,NULOS,"0,49%",1,,,,,,,,,
Fajão-Vidual,PS,"45,81%",71,PPD/PSD,"40,65%",63,CH,"3,87%",6,B.E.,"3,23%",5,CDS-PP,"2,58%",4,IL,"1,29%",2,PCP-PEV,"1,29%",2,A,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,PCTP/MRPP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"1,29%",2,,,,,,,,,,,,
União das freguesias de Friúmes e Paradela,PS,"45,81%",208,PPD/PSD,"35,24%",160,CH,"9,03%",41,B.E.,"1,76%",8,CDS-PP,"1,32%",6,IL,"1,10%",5,L,"0,66%",3,PCTP/MRPP,"0,66%",3,R.I.R.,"0,66%",3,A,"0,22%",1,PCP-PEV,"0,22%",1,VP,"0,22%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,EMBRANCO,"0,88%",4,NULOS,"2,20%",10,,,,,,,,,,,,
Atei,PS,"45,82%",252,PPD/PSD,"37,27%",205,CH,"6,36%",35,B.E.,"3,27%",18,CDS-PP,"1,45%",8,IL,"1,27%",7,PCP-PEV,"1,27%",7,MAS,"0,91%",5,PAN,"0,55%",3,R.I.R.,"0,55%",3,E,"0,18%",1,L,"0,18%",1,MPT,"0,00%",0,NC,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,91%",5,,,,,,,,,,,,,,,
Pinhal Novo,PS,"45,82%","5,932",PPD/PSD,"13,52%","1,75",CH,"10,02%","1,297",PCP-PEV,"9,63%","1,247",B.E.,"6,91%",895,IL,"4,69%",607,PAN,"1,87%",242,L,"1,70%",220,CDS-PP,"1,06%",137,PCTP/MRPP,"0,78%",101,R.I.R.,"0,60%",78,ADN,"0,40%",52,MPT,"0,18%",23,NC,"0,18%",23,MAS,"0,12%",15,VP,"0,09%",12,E,"0,07%",9,PTP,"0,07%",9,JPP,"0,05%",7,,,,,,,,,
Castelo Bom,PS,"45,83%",44,PPD/PSD,"29,17%",28,CH,"13,54%",13,CDS-PP,"2,08%",2,B.E.,"1,04%",1,E,"1,04%",1,IL,"1,04%",1,PCP-PEV,"1,04%",1,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,08%",2,NULOS,"3,13%",3,,,,,,,,,,,,,,,
União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures,PS,"45,83%",955,PPD/PSD,"31,96%",666,CH,"6,24%",130,IL,"3,21%",67,B.E.,"2,93%",61,PCP-PEV,"2,40%",50,CDS-PP,"1,54%",32,PAN,"1,06%",22,R.I.R.,"0,62%",13,L,"0,48%",10,MPT,"0,24%",5,JPP,"0,19%",4,E,"0,10%",2,MAS,"0,10%",2,PTP,"0,10%",2,VP,"0,10%",2,A,"0,00%",0,EMBRANCO,"1,54%",32,NULOS,"1,39%",29,,,,,,,,,
"União das freguesias de Bustelo, Carneiro e Carvalho de Rei",PS,"45,83%",187,PPD/PSD,"37,25%",152,CH,"4,90%",20,B.E.,"3,68%",15,R.I.R.,"1,96%",8,CDS-PP,"1,72%",7,L,"0,74%",3,PCP-PEV,"0,74%",3,NC,"0,49%",2,ADN,"0,25%",1,E,"0,25%",1,IL,"0,25%",1,PTP,"0,25%",1,A,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,VP,"0,00%",0,,,,,,,,,
União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura,PS,"45,83%",132,PPD/PSD,"23,61%",68,PCP-PEV,"14,24%",41,CH,"10,07%",29,B.E.,"2,08%",6,IL,"0,69%",2,CDS-PP,"0,35%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,08%",6,NULOS,"1,04%",3,,,,,,,,,,,,,,,
União das freguesias de Lamelas e Guimarei,PS,"45,84%",441,PPD/PSD,"32,64%",314,CH,"4,26%",41,B.E.,"3,95%",38,IL,"2,81%",27,PAN,"2,08%",20,PCP-PEV,"1,35%",13,CDS-PP,"1,25%",12,L,"1,04%",10,R.I.R.,"0,73%",7,E,"0,21%",2,MPT,"0,21%",2,PTP,"0,21%",2,NC,"0,10%",1,VP,"0,10%",1,A,"0,00%",0,ADN,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,,,,,,,,,
Penude,PS,"45,85%",348,PPD/PSD,"32,67%",248,CH,"8,43%",64,B.E.,"3,16%",24,CDS-PP,"2,11%",16,IL,"1,58%",12,PCP-PEV,"1,32%",10,L,"0,66%",5,R.I.R.,"0,53%",4,PAN,"0,26%",2,E,"0,13%",1,NC,"0,13%",1,PTP,"0,13%",1,ADN,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,79%",6,NULOS,"2,24%",17,,,,,,,,,
União das freguesias de Arentim e Cunha,PS,"45,85%",458,PPD/PSD,"27,33%",273,CH,"8,91%",89,IL,"4,30%",43,B.E.,"2,40%",24,PCP-PEV,"2,20%",22,CDS-PP,"1,90%",19,PAN,"1,00%",10,R.I.R.,"0,70%",7,L,"0,60%",6,E,"0,40%",4,A,"0,10%",1,JPP,"0,10%",1,MAS,"0,10%",1,MPT,"0,10%",1,VP,"0,10%",1,PTP,"0,00%",0,EMBRANCO,"3,30%",33,NULOS,"0,60%",6,,,,,,,,,
"União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo",PS,"45,85%","3,039",PPD/PSD,"26,81%","1,777",CH,"8,21%",544,B.E.,"5,61%",372,IL,"4,27%",283,PCP-PEV,"2,46%",163,CDS-PP,"1,37%",91,L,"1,12%",74,PAN,"1,03%",68,PCTP/MRPP,"0,33%",22,ADN,"0,30%",20,R.I.R.,"0,24%",16,MAS,"0,12%",8,E,"0,05%",3,MPT,"0,05%",3,PTP,"0,03%",2,NC,"0,02%",1,EMBRANCO,"1,37%",91,NULOS,"0,77%",51,,,,,,,,,
Canedo,PS,"45,86%",83,PPD/PSD,"45,30%",82,CH,"4,42%",8,R.I.R.,"1,66%",3,CDS-PP,"1,10%",2,L,"0,55%",1,PAN,"0,55%",1,PCP-PEV,"0,55%",1,B.E.,"0,00%",0,E,"0,00%",0,IL,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,NC,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,00%",0,,,,,,,,,,,,,,,
Adão,PS,"45,89%",67,PPD/PSD,"38,36%",56,B.E.,"3,42%",5,CH,"3,42%",5,R.I.R.,"2,05%",3,CDS-PP,"0,68%",1,IL,"0,68%",1,L,"0,68%",1,PCP-PEV,"0,68%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"3,42%",5,NULOS,"0,68%",1,,,,,,,,,,,,,,,
Alfarela de Jales,PPD/PSD,"45,89%",95,PS,"38,16%",79,CH,"6,28%",13,R.I.R.,"1,45%",3,B.E.,"0,97%",2,CDS-PP,"0,97%",2,IL,"0,97%",2,PCP-PEV,"0,97%",2,E,"0,48%",1,MAS,"0,48%",1,L,"0,00%",0,MPT,"0,00%",0,NC,"0,00%",0,PAN,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,48%",1,NULOS,"2,90%",6,,,,,,,,,,,,,,,
União das freguesias de Alvora e Loureda,PPD/PSD,"45,89%",106,PS,"43,72%",101,CH,"3,90%",9,B.E.,"2,16%",5,CDS-PP,"1,30%",3,A,"0,43%",1,IL,"0,43%",1,MPT,"0,43%",1,PAN,"0,43%",1,VP,"0,43%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,PCP-PEV,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,43%",1,NULOS,"0,43%",1,,,,,,,,,,,,,,,
Garfe,PS,"45,90%",297,PPD/PSD,"35,70%",231,CH,"6,18%",40,B.E.,"2,94%",19,PCP-PEV,"2,47%",16,IL,"1,70%",11,CDS-PP,"0,31%",2,L,"0,31%",2,PAN,"0,31%",2,MPT,"0,15%",1,R.I.R.,"0,15%",1,VP,"0,15%",1,A,"0,00%",0,E,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"2,94%",19,NULOS,"0,77%",5,,,,,,,,,
União das freguesias de Paradinha e Nagosa,PS,"45,90%",56,PPD/PSD,"31,15%",38,CH,"7,38%",9,CDS-PP,"4,10%",5,IL,"1,64%",2,NC,"1,64%",2,B.E.,"0,82%",1,E,"0,82%",1,MPT,"0,82%",1,PAN,"0,82%",1,R.I.R.,"0,82%",1,ADN,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,PCP-PEV,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,82%",1,NULOS,"3,28%",4,,,,,,,,,
União das freguesias de Vila Nova de Cerveira e Lovelhe,PS,"45,90%",464,PPD/PSD,"30,76%",311,CH,"7,62%",77,B.E.,"4,06%",41,IL,"2,87%",29,PCP-PEV,"1,88%",19,CDS-PP,"1,78%",18,PAN,"1,29%",13,L,"1,09%",11,R.I.R.,"0,20%",2,A,"0,10%",1,E,"0,10%",1,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,29%",13,NULOS,"1,09%",11,,,,,,,,,,,,,,,
Vale de Prados,PS,"45,90%",112,PPD/PSD,"28,69%",70,CH,"8,20%",20,CDS-PP,"4,10%",10,IL,"4,10%",10,B.E.,"1,64%",4,L,"0,82%",2,R.I.R.,"0,82%",2,PAN,"0,41%",1,PCP-PEV,"0,41%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"2,87%",7,NULOS,"2,05%",5,,,,,,,,,,,,,,,,,,,,,
Fontoura,PPD/PSD,"45,91%",157,PS,"31,58%",108,CH,"11,40%",39,IL,"2,05%",7,PCP-PEV,"2,05%",7,CDS-PP,"1,75%",6,R.I.R.,"1,46%",5,B.E.,"1,17%",4,PAN,"0,58%",2,MAS,"0,29%",1,A,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,88%",3,NULOS,"0,88%",3,,,,,,,,,,,,,,,
Lourosa – Santa Maria da Feira,PS,"45,91%","2,094",PPD/PSD,"32,87%","1,499",CH,"4,63%",211,B.E.,"4,49%",205,IL,"4,14%",189,CDS-PP,"1,40%",64,PAN,"1,05%",48,PCP-PEV,"0,86%",39,L,"0,70%",32,R.I.R.,"0,66%",30,PCTP/MRPP,"0,37%",17,MAS,"0,18%",8,ADN,"0,13%",6,MPT,"0,13%",6,JPP,"0,07%",3,VP,"0,07%",3,E,"0,04%",2,EMBRANCO,"0,99%",45,NULOS,"1,32%",60,,,,,,,,,
Odivelas – Odivelas,PS,"45,91%","13,903",PPD/PSD,"21,74%","6,584",CH,"7,88%","2,387",IL,"6,69%","2,027",B.E.,"4,66%","1,41",PCP-PEV,"4,57%","1,384",PAN,"2,08%",630,L,"1,98%",599,CDS-PP,"1,19%",359,PCTP/MRPP,"0,35%",106,R.I.R.,"0,25%",76,ADN,"0,24%",74,MAS,"0,10%",30,MPT,"0,09%",26,VP,"0,09%",26,NC,"0,07%",21,A,"0,06%",18,E,"0,06%",17,JPP,"0,05%",15,,,,,,,,,
Queiriga,PPD/PSD,"45,91%",157,PS,"35,67%",122,CH,"7,02%",24,CDS-PP,"2,34%",8,B.E.,"1,46%",5,IL,"0,88%",3,PCP-PEV,"0,88%",3,R.I.R.,"0,58%",2,L,"0,29%",1,MPT,"0,29%",1,NC,"0,29%",1,PAN,"0,29%",1,ADN,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,46%",5,NULOS,"2,63%",9,,,,,,,,,
